96,32,No,legal,tesco sells blinkbox and broadband service to talktalk
97,32,No,m&a,tesco sells blinkbox and broadband service to talktalk
98,32,No,regulatory,tesco sells blinkbox and broadband service to talktalk
99,32,No,risks,tesco sells blinkbox and broadband service to talktalk
100,32,No,rumors,tesco sells blinkbox and broadband service to talktalk
101,32,No,company communication,tesco sells blinkbox and broadband service to talktalk
102,32,No,trade,tesco sells blinkbox and broadband service to talktalk
103,32,No,central banks,tesco sells blinkbox and broadband service to talktalk
104,32,No,market,tesco sells blinkbox and broadband service to talktalk
105,32,No,volatility,tesco sells blinkbox and broadband service to talktalk
106,32,No,financial,tesco sells blinkbox and broadband service to talktalk
107,32,No,fundamentals,tesco sells blinkbox and broadband service to talktalk
108,32,No,price action,tesco sells blinkbox and broadband service to talktalk
109,32,No,insider activity,tesco sells blinkbox and broadband service to talktalk
110,32,No,ipo,tesco sells blinkbox and broadband service to talktalk
111,32,Yes,others,tesco sells blinkbox and broadband service to talktalk
112,36,No,legal,unilever profit rises despite sales slump in china
113,36,No,m&a,unilever profit rises despite sales slump in china
114,36,No,regulatory,unilever profit rises despite sales slump in china
115,36,No,risks,unilever profit rises despite sales slump in china
116,36,No,rumors,unilever profit rises despite sales slump in china
117,36,No,company communication,unilever profit rises despite sales slump in china
118,36,No,trade,unilever profit rises despite sales slump in china
119,36,No,central banks,unilever profit rises despite sales slump in china
120,36,No,market,unilever profit rises despite sales slump in china
121,36,No,volatility,unilever profit rises despite sales slump in china
122,36,No,financial,unilever profit rises despite sales slump in china
123,36,No,fundamentals,unilever profit rises despite sales slump in china
124,36,No,price action,unilever profit rises despite sales slump in china
125,36,No,insider activity,unilever profit rises despite sales slump in china
126,36,No,ipo,unilever profit rises despite sales slump in china
127,36,Yes,others,unilever profit rises despite sales slump in china
128,38,No,legal,tesco leads leap in ftse 100; marks & spencer drops
129,38,No,m&a,tesco leads leap in ftse 100; marks & spencer drops
130,38,No,regulatory,tesco leads leap in ftse 100; marks & spencer drops
131,38,No,risks,tesco leads leap in ftse 100; marks & spencer drops
132,38,No,rumors,tesco leads leap in ftse 100; marks & spencer drops
133,38,No,company communication,tesco leads leap in ftse 100; marks & spencer drops
134,38,No,trade,tesco leads leap in ftse 100; marks & spencer drops
135,38,No,central banks,tesco leads leap in ftse 100; marks & spencer drops
136,38,No,market,tesco leads leap in ftse 100; marks & spencer drops
137,38,No,volatility,tesco leads leap in ftse 100; marks & spencer drops
138,38,No,financial,tesco leads leap in ftse 100; marks & spencer drops
139,38,No,fundamentals,tesco leads leap in ftse 100; marks & spencer drops
140,38,No,price action,tesco leads leap in ftse 100; marks & spencer drops
141,38,No,insider activity,tesco leads leap in ftse 100; marks & spencer drops
142,38,No,ipo,tesco leads leap in ftse 100; marks & spencer drops
143,38,Yes,others,tesco leads leap in ftse 100; marks & spencer drops
144,40,No,legal,royal dutch shell profit rises; dividend up 4%
145,40,No,m&a,royal dutch shell profit rises; dividend up 4%
146,40,No,regulatory,royal dutch shell profit rises; dividend up 4%
147,40,No,risks,royal dutch shell profit rises; dividend up 4%
148,40,No,rumors,royal dutch shell profit rises; dividend up 4%
149,40,No,company communication,royal dutch shell profit rises; dividend up 4%
150,40,No,trade,royal dutch shell profit rises; dividend up 4%
151,40,No,central banks,royal dutch shell profit rises; dividend up 4%
152,40,No,market,royal dutch shell profit rises; dividend up 4%
153,40,No,volatility,royal dutch shell profit rises; dividend up 4%
154,40,No,financial,royal dutch shell profit rises; dividend up 4%
155,40,No,fundamentals,royal dutch shell profit rises; dividend up 4%
156,40,No,price action,royal dutch shell profit rises; dividend up 4%
157,40,No,insider activity,royal dutch shell profit rises; dividend up 4%
158,40,No,ipo,royal dutch shell profit rises; dividend up 4%
159,40,No,others,royal dutch shell profit rises; dividend up 4%
160,47,No,legal,morning agenda: shire's deal for nps
161,47,No,m&a,morning agenda: shire's deal for nps
162,47,No,regulatory,morning agenda: shire's deal for nps
163,47,No,risks,morning agenda: shire's deal for nps
164,47,No,rumors,morning agenda: shire's deal for nps
165,47,No,company communication,morning agenda: shire's deal for nps
166,47,No,trade,morning agenda: shire's deal for nps
167,47,No,central banks,morning agenda: shire's deal for nps
168,47,No,market,morning agenda: shire's deal for nps
169,47,No,volatility,morning agenda: shire's deal for nps
170,47,No,financial,morning agenda: shire's deal for nps
171,47,No,fundamentals,morning agenda: shire's deal for nps
172,47,No,price action,morning agenda: shire's deal for nps
173,47,No,insider activity,morning agenda: shire's deal for nps
174,47,No,ipo,morning agenda: shire's deal for nps
175,47,Yes,others,morning agenda: shire's deal for nps
176,48,No,legal,carnival corporation and china merchants group sign memo of understanding ...
177,48,No,m&a,carnival corporation and china merchants group sign memo of understanding ...
178,48,No,regulatory,carnival corporation and china merchants group sign memo of understanding ...
179,48,No,risks,carnival corporation and china merchants group sign memo of understanding ...
180,48,No,rumors,carnival corporation and china merchants group sign memo of understanding ...
181,48,No,company communication,carnival corporation and china merchants group sign memo of understanding ...
182,48,No,trade,carnival corporation and china merchants group sign memo of understanding ...
183,48,No,central banks,carnival corporation and china merchants group sign memo of understanding ...
184,48,No,market,carnival corporation and china merchants group sign memo of understanding ...
185,48,No,volatility,carnival corporation and china merchants group sign memo of understanding ...
186,48,No,financial,carnival corporation and china merchants group sign memo of understanding ...
187,48,No,fundamentals,carnival corporation and china merchants group sign memo of understanding ...
188,48,No,price action,carnival corporation and china merchants group sign memo of understanding ...
189,48,No,insider activity,carnival corporation and china merchants group sign memo of understanding ...
190,48,No,ipo,carnival corporation and china merchants group sign memo of understanding ...
191,48,Yes,others,carnival corporation and china merchants group sign memo of understanding ...
192,49,No,legal,teva: fda approves generic version of astrazeneca heartburn drug
193,49,No,m&a,teva: fda approves generic version of astrazeneca heartburn drug
194,49,Yes,regulatory,teva: fda approves generic version of astrazeneca heartburn drug
195,49,No,risks,teva: fda approves generic version of astrazeneca heartburn drug
196,49,No,rumors,teva: fda approves generic version of astrazeneca heartburn drug
197,49,No,company communication,teva: fda approves generic version of astrazeneca heartburn drug
198,49,No,trade,teva: fda approves generic version of astrazeneca heartburn drug
199,49,No,central banks,teva: fda approves generic version of astrazeneca heartburn drug
200,49,No,market,teva: fda approves generic version of astrazeneca heartburn drug
201,49,No,volatility,teva: fda approves generic version of astrazeneca heartburn drug
202,49,No,financial,teva: fda approves generic version of astrazeneca heartburn drug
203,49,No,fundamentals,teva: fda approves generic version of astrazeneca heartburn drug
204,49,No,price action,teva: fda approves generic version of astrazeneca heartburn drug
205,49,No,insider activity,teva: fda approves generic version of astrazeneca heartburn drug
206,49,No,ipo,teva: fda approves generic version of astrazeneca heartburn drug
207,49,No,others,teva: fda approves generic version of astrazeneca heartburn drug
208,52,No,legal,passengers rise at easyjet and aer lingus
209,52,No,m&a,passengers rise at easyjet and aer lingus
210,52,No,regulatory,passengers rise at easyjet and aer lingus
211,52,No,risks,passengers rise at easyjet and aer lingus
212,52,No,rumors,passengers rise at easyjet and aer lingus
213,52,No,company communication,passengers rise at easyjet and aer lingus
214,52,No,trade,passengers rise at easyjet and aer lingus
215,52,No,central banks,passengers rise at easyjet and aer lingus
216,52,No,market,passengers rise at easyjet and aer lingus
217,52,No,volatility,passengers rise at easyjet and aer lingus
218,52,No,financial,passengers rise at easyjet and aer lingus
219,52,No,fundamentals,passengers rise at easyjet and aer lingus
220,52,No,price action,passengers rise at easyjet and aer lingus
221,52,No,insider activity,passengers rise at easyjet and aer lingus
222,52,No,ipo,passengers rise at easyjet and aer lingus
223,52,Yes,others,passengers rise at easyjet and aer lingus
224,55,No,legal,tesco abandons video-streaming ambitions in blinkbox sale
225,55,No,m&a,tesco abandons video-streaming ambitions in blinkbox sale
226,55,No,regulatory,tesco abandons video-streaming ambitions in blinkbox sale
227,55,No,risks,tesco abandons video-streaming ambitions in blinkbox sale
228,55,No,rumors,tesco abandons video-streaming ambitions in blinkbox sale
229,55,No,company communication,tesco abandons video-streaming ambitions in blinkbox sale
230,55,No,trade,tesco abandons video-streaming ambitions in blinkbox sale
231,55,No,central banks,tesco abandons video-streaming ambitions in blinkbox sale
232,55,No,market,tesco abandons video-streaming ambitions in blinkbox sale
233,55,No,volatility,tesco abandons video-streaming ambitions in blinkbox sale
234,55,No,financial,tesco abandons video-streaming ambitions in blinkbox sale
235,55,No,fundamentals,tesco abandons video-streaming ambitions in blinkbox sale
236,55,No,price action,tesco abandons video-streaming ambitions in blinkbox sale
237,55,No,insider activity,tesco abandons video-streaming ambitions in blinkbox sale
238,55,No,ipo,tesco abandons video-streaming ambitions in blinkbox sale
239,55,Yes,others,tesco abandons video-streaming ambitions in blinkbox sale
240,56,No,legal,"fda approves nps drug, in move validating shire takeover deal"
241,56,Yes,m&a,"fda approves nps drug, in move validating shire takeover deal"
242,56,No,regulatory,"fda approves nps drug, in move validating shire takeover deal"
243,56,No,risks,"fda approves nps drug, in move validating shire takeover deal"
244,56,No,rumors,"fda approves nps drug, in move validating shire takeover deal"
245,56,No,company communication,"fda approves nps drug, in move validating shire takeover deal"
246,56,No,trade,"fda approves nps drug, in move validating shire takeover deal"
247,56,No,central banks,"fda approves nps drug, in move validating shire takeover deal"
248,56,No,market,"fda approves nps drug, in move validating shire takeover deal"
249,56,No,volatility,"fda approves nps drug, in move validating shire takeover deal"
250,56,No,financial,"fda approves nps drug, in move validating shire takeover deal"
251,56,No,fundamentals,"fda approves nps drug, in move validating shire takeover deal"
252,56,No,price action,"fda approves nps drug, in move validating shire takeover deal"
253,56,No,insider activity,"fda approves nps drug, in move validating shire takeover deal"
254,56,No,ipo,"fda approves nps drug, in move validating shire takeover deal"
255,56,No,others,"fda approves nps drug, in move validating shire takeover deal"
256,60,Yes,legal,ocwen reaches settlement with california regulator
257,60,No,m&a,ocwen reaches settlement with california regulator
258,60,No,regulatory,ocwen reaches settlement with california regulator
259,60,No,risks,ocwen reaches settlement with california regulator
260,60,No,rumors,ocwen reaches settlement with california regulator
261,60,No,company communication,ocwen reaches settlement with california regulator
262,60,No,trade,ocwen reaches settlement with california regulator
263,60,No,central banks,ocwen reaches settlement with california regulator
264,60,No,market,ocwen reaches settlement with california regulator
265,60,No,volatility,ocwen reaches settlement with california regulator
266,60,No,financial,ocwen reaches settlement with california regulator
267,60,No,fundamentals,ocwen reaches settlement with california regulator
268,60,No,price action,ocwen reaches settlement with california regulator
269,60,No,insider activity,ocwen reaches settlement with california regulator
270,60,No,ipo,ocwen reaches settlement with california regulator
271,60,No,others,ocwen reaches settlement with california regulator
272,67,No,legal,morrisons faces festive sales test
273,67,No,m&a,morrisons faces festive sales test
274,67,No,regulatory,morrisons faces festive sales test
275,67,No,risks,morrisons faces festive sales test
276,67,No,rumors,morrisons faces festive sales test
277,67,No,company communication,morrisons faces festive sales test
278,67,No,trade,morrisons faces festive sales test
279,67,No,central banks,morrisons faces festive sales test
280,67,No,market,morrisons faces festive sales test
281,67,No,volatility,morrisons faces festive sales test
282,67,No,financial,morrisons faces festive sales test
283,67,No,fundamentals,morrisons faces festive sales test
284,67,No,price action,morrisons faces festive sales test
285,67,No,insider activity,morrisons faces festive sales test
286,67,No,ipo,morrisons faces festive sales test
287,67,Yes,others,morrisons faces festive sales test
288,69,No,legal,tesco share price dips as blinkbox books closes ending supermarket's digital ...
289,69,No,m&a,tesco share price dips as blinkbox books closes ending supermarket's digital ...
290,69,No,regulatory,tesco share price dips as blinkbox books closes ending supermarket's digital ...
291,69,No,risks,tesco share price dips as blinkbox books closes ending supermarket's digital ...
292,69,No,rumors,tesco share price dips as blinkbox books closes ending supermarket's digital ...
293,69,No,company communication,tesco share price dips as blinkbox books closes ending supermarket's digital ...
294,69,No,trade,tesco share price dips as blinkbox books closes ending supermarket's digital ...
295,69,No,central banks,tesco share price dips as blinkbox books closes ending supermarket's digital ...
296,69,No,market,tesco share price dips as blinkbox books closes ending supermarket's digital ...
297,69,No,volatility,tesco share price dips as blinkbox books closes ending supermarket's digital ...
298,69,No,financial,tesco share price dips as blinkbox books closes ending supermarket's digital ...
299,69,No,fundamentals,tesco share price dips as blinkbox books closes ending supermarket's digital ...
300,69,Yes,price action,tesco share price dips as blinkbox books closes ending supermarket's digital ...
301,69,No,insider activity,tesco share price dips as blinkbox books closes ending supermarket's digital ...
302,69,No,ipo,tesco share price dips as blinkbox books closes ending supermarket's digital ...
303,69,No,others,tesco share price dips as blinkbox books closes ending supermarket's digital ...
304,70,No,legal,shire to buy nps for $5.2 billion to boost rare disease drugs
305,70,Yes,m&a,shire to buy nps for $5.2 billion to boost rare disease drugs
306,70,No,regulatory,shire to buy nps for $5.2 billion to boost rare disease drugs
307,70,No,risks,shire to buy nps for $5.2 billion to boost rare disease drugs
308,70,No,rumors,shire to buy nps for $5.2 billion to boost rare disease drugs
309,70,No,company communication,shire to buy nps for $5.2 billion to boost rare disease drugs
310,70,No,trade,shire to buy nps for $5.2 billion to boost rare disease drugs
311,70,No,central banks,shire to buy nps for $5.2 billion to boost rare disease drugs
312,70,No,market,shire to buy nps for $5.2 billion to boost rare disease drugs
313,70,No,volatility,shire to buy nps for $5.2 billion to boost rare disease drugs
314,70,No,financial,shire to buy nps for $5.2 billion to boost rare disease drugs
315,70,No,fundamentals,shire to buy nps for $5.2 billion to boost rare disease drugs
316,70,No,price action,shire to buy nps for $5.2 billion to boost rare disease drugs
317,70,No,insider activity,shire to buy nps for $5.2 billion to boost rare disease drugs
318,70,No,ipo,shire to buy nps for $5.2 billion to boost rare disease drugs
319,70,No,others,shire to buy nps for $5.2 billion to boost rare disease drugs
320,76,No,legal,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
321,76,No,m&a,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
322,76,No,regulatory,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
323,76,No,risks,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
324,76,No,rumors,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
325,76,No,company communication,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
326,76,No,trade,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
327,76,No,central banks,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
328,76,No,market,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
329,76,No,volatility,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
330,76,No,financial,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
331,76,No,fundamentals,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
332,76,No,price action,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
333,76,No,insider activity,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
334,76,No,ipo,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
335,76,Yes,others,astrazeneca's medimmune inks licensing deal with omnis pharmaceuticals
336,78,No,legal,fda approves shire's vyvanse for binge-eating disorder
337,78,No,m&a,fda approves shire's vyvanse for binge-eating disorder
338,78,Yes,regulatory,fda approves shire's vyvanse for binge-eating disorder
339,78,No,risks,fda approves shire's vyvanse for binge-eating disorder
340,78,No,rumors,fda approves shire's vyvanse for binge-eating disorder
341,78,No,company communication,fda approves shire's vyvanse for binge-eating disorder
342,78,No,trade,fda approves shire's vyvanse for binge-eating disorder
343,78,No,central banks,fda approves shire's vyvanse for binge-eating disorder
344,78,No,market,fda approves shire's vyvanse for binge-eating disorder
345,78,No,volatility,fda approves shire's vyvanse for binge-eating disorder
346,78,No,financial,fda approves shire's vyvanse for binge-eating disorder
347,78,No,fundamentals,fda approves shire's vyvanse for binge-eating disorder
348,78,No,price action,fda approves shire's vyvanse for binge-eating disorder
349,78,No,insider activity,fda approves shire's vyvanse for binge-eating disorder
350,78,No,ipo,fda approves shire's vyvanse for binge-eating disorder
351,78,No,others,fda approves shire's vyvanse for binge-eating disorder
352,82,No,legal,companies thetrainline.com announces arrival of london ipo
353,82,No,m&a,companies thetrainline.com announces arrival of london ipo
354,82,No,regulatory,companies thetrainline.com announces arrival of london ipo
355,82,No,risks,companies thetrainline.com announces arrival of london ipo
356,82,No,rumors,companies thetrainline.com announces arrival of london ipo
357,82,No,company communication,companies thetrainline.com announces arrival of london ipo
358,82,No,trade,companies thetrainline.com announces arrival of london ipo
359,82,No,central banks,companies thetrainline.com announces arrival of london ipo
360,82,No,market,companies thetrainline.com announces arrival of london ipo
361,82,No,volatility,companies thetrainline.com announces arrival of london ipo
362,82,No,financial,companies thetrainline.com announces arrival of london ipo
363,82,No,fundamentals,companies thetrainline.com announces arrival of london ipo
364,82,No,price action,companies thetrainline.com announces arrival of london ipo
365,82,No,insider activity,companies thetrainline.com announces arrival of london ipo
366,82,Yes,ipo,companies thetrainline.com announces arrival of london ipo
367,82,No,others,companies thetrainline.com announces arrival of london ipo
368,87,No,legal,breakingviews: iag can pay more for aer lingus
369,87,Yes,m&a,breakingviews: iag can pay more for aer lingus
370,87,No,regulatory,breakingviews: iag can pay more for aer lingus
371,87,No,risks,breakingviews: iag can pay more for aer lingus
372,87,No,rumors,breakingviews: iag can pay more for aer lingus
373,87,No,company communication,breakingviews: iag can pay more for aer lingus
374,87,No,trade,breakingviews: iag can pay more for aer lingus
375,87,No,central banks,breakingviews: iag can pay more for aer lingus
376,87,No,market,breakingviews: iag can pay more for aer lingus
377,87,No,volatility,breakingviews: iag can pay more for aer lingus
378,87,No,financial,breakingviews: iag can pay more for aer lingus
379,87,No,fundamentals,breakingviews: iag can pay more for aer lingus
380,87,No,price action,breakingviews: iag can pay more for aer lingus
381,87,No,insider activity,breakingviews: iag can pay more for aer lingus
382,87,No,ipo,breakingviews: iag can pay more for aer lingus
383,87,No,others,breakingviews: iag can pay more for aer lingus
384,88,No,legal,tesco share price jumps as q3 sales top estimates
385,88,No,m&a,tesco share price jumps as q3 sales top estimates
386,88,No,regulatory,tesco share price jumps as q3 sales top estimates
387,88,No,risks,tesco share price jumps as q3 sales top estimates
388,88,No,rumors,tesco share price jumps as q3 sales top estimates
389,88,No,company communication,tesco share price jumps as q3 sales top estimates
390,88,No,trade,tesco share price jumps as q3 sales top estimates
391,88,No,central banks,tesco share price jumps as q3 sales top estimates
392,88,No,market,tesco share price jumps as q3 sales top estimates
393,88,No,volatility,tesco share price jumps as q3 sales top estimates
394,88,No,financial,tesco share price jumps as q3 sales top estimates
395,88,No,fundamentals,tesco share price jumps as q3 sales top estimates
396,88,Yes,price action,tesco share price jumps as q3 sales top estimates
397,88,No,insider activity,tesco share price jumps as q3 sales top estimates
398,88,No,ipo,tesco share price jumps as q3 sales top estimates
399,88,No,others,tesco share price jumps as q3 sales top estimates
400,90,No,legal,crh's concrete bid for holcim lafarge assets
401,90,No,m&a,crh's concrete bid for holcim lafarge assets
402,90,No,regulatory,crh's concrete bid for holcim lafarge assets
403,90,No,risks,crh's concrete bid for holcim lafarge assets
404,90,No,rumors,crh's concrete bid for holcim lafarge assets
405,90,No,company communication,crh's concrete bid for holcim lafarge assets
406,90,No,trade,crh's concrete bid for holcim lafarge assets
407,90,No,central banks,crh's concrete bid for holcim lafarge assets
408,90,No,market,crh's concrete bid for holcim lafarge assets
409,90,No,volatility,crh's concrete bid for holcim lafarge assets
410,90,No,financial,crh's concrete bid for holcim lafarge assets
411,90,No,fundamentals,crh's concrete bid for holcim lafarge assets
412,90,No,price action,crh's concrete bid for holcim lafarge assets
413,90,No,insider activity,crh's concrete bid for holcim lafarge assets
414,90,No,ipo,crh's concrete bid for holcim lafarge assets
415,90,Yes,others,crh's concrete bid for holcim lafarge assets
416,94,No,legal,persimmon share price climbs on 23% rise in full-year revenue
417,94,No,m&a,persimmon share price climbs on 23% rise in full-year revenue
418,94,No,regulatory,persimmon share price climbs on 23% rise in full-year revenue
419,94,No,risks,persimmon share price climbs on 23% rise in full-year revenue
420,94,No,rumors,persimmon share price climbs on 23% rise in full-year revenue
421,94,No,company communication,persimmon share price climbs on 23% rise in full-year revenue
422,94,No,trade,persimmon share price climbs on 23% rise in full-year revenue
423,94,No,central banks,persimmon share price climbs on 23% rise in full-year revenue
424,94,No,market,persimmon share price climbs on 23% rise in full-year revenue
425,94,No,volatility,persimmon share price climbs on 23% rise in full-year revenue
426,94,No,financial,persimmon share price climbs on 23% rise in full-year revenue
427,94,No,fundamentals,persimmon share price climbs on 23% rise in full-year revenue
428,94,Yes,price action,persimmon share price climbs on 23% rise in full-year revenue
429,94,No,insider activity,persimmon share price climbs on 23% rise in full-year revenue
430,94,No,ipo,persimmon share price climbs on 23% rise in full-year revenue
431,94,No,others,persimmon share price climbs on 23% rise in full-year revenue
432,96,Yes,legal,ruling sets lower limit on potential fine for bp
433,96,No,m&a,ruling sets lower limit on potential fine for bp
434,96,No,regulatory,ruling sets lower limit on potential fine for bp
435,96,No,risks,ruling sets lower limit on potential fine for bp
436,96,No,rumors,ruling sets lower limit on potential fine for bp
437,96,No,company communication,ruling sets lower limit on potential fine for bp
438,96,No,trade,ruling sets lower limit on potential fine for bp
439,96,No,central banks,ruling sets lower limit on potential fine for bp
440,96,No,market,ruling sets lower limit on potential fine for bp
441,96,No,volatility,ruling sets lower limit on potential fine for bp
442,96,No,financial,ruling sets lower limit on potential fine for bp
443,96,No,fundamentals,ruling sets lower limit on potential fine for bp
444,96,No,price action,ruling sets lower limit on potential fine for bp
445,96,No,insider activity,ruling sets lower limit on potential fine for bp
446,96,No,ipo,ruling sets lower limit on potential fine for bp
447,96,No,others,ruling sets lower limit on potential fine for bp
448,98,No,legal,reed elsevier share price slides on underwhelming full-year results
449,98,No,m&a,reed elsevier share price slides on underwhelming full-year results
450,98,No,regulatory,reed elsevier share price slides on underwhelming full-year results
451,98,No,risks,reed elsevier share price slides on underwhelming full-year results
452,98,No,rumors,reed elsevier share price slides on underwhelming full-year results
453,98,No,company communication,reed elsevier share price slides on underwhelming full-year results
454,98,No,trade,reed elsevier share price slides on underwhelming full-year results
455,98,No,central banks,reed elsevier share price slides on underwhelming full-year results
456,98,No,market,reed elsevier share price slides on underwhelming full-year results
457,98,No,volatility,reed elsevier share price slides on underwhelming full-year results
